id	name	version	title	discoveryURL	documentationURL	description
healthcare:v1	healthcare	v1	Cloud Healthcare API	https://healthcare.googleapis.com/$discovery/rest?version=v1	https://cloud.google.com/healthcare	Manage, store, and access healthcare data in Google Cloud Platform.
homegraph:v1	homegraph	v1	HomeGraph API	https://homegraph.googleapis.com/$discovery/rest?version=v1	https://developers.home.google.com/cloud-to-cloud/get-started	
iam:v2beta	iam	v2beta	Identity and Access Management (IAM) API	https://iam.googleapis.com/$discovery/rest?version=v2beta	https://cloud.google.com/iam/	Manages identity and access control for Google Cloud resources, including the creation of service accounts, which you can use to authenticate to Google and make API calls. Enabling this API also enables the IAM Service Account Credentials API (iamcredentials.googleapis.com). However, disabling this API doesn't disable the IAM Service Account Credentials API.
iam:v1	iam	v1	Identity and Access Management (IAM) API	https://iam.googleapis.com/$discovery/rest?version=v1	https://cloud.google.com/iam/	Manages identity and access control for Google Cloud resources, including the creation of service accounts, which you can use to authenticate to Google and make API calls. Enabling this API also enables the IAM Service Account Credentials API (iamcredentials.googleapis.com). However, disabling this API doesn't disable the IAM Service Account Credentials API.
iam:v2	iam	v2	Identity and Access Management (IAM) API	https://iam.googleapis.com/$discovery/rest?version=v2	https://cloud.google.com/iam/	Manages identity and access control for Google Cloud resources, including the creation of service accounts, which you can use to authenticate to Google and make API calls. Enabling this API also enables the IAM Service Account Credentials API (iamcredentials.googleapis.com). However, disabling this API doesn't disable the IAM Service Account Credentials API.
iamcredentials:v1	iamcredentials	v1	IAM Service Account Credentials API	https://iamcredentials.googleapis.com/$discovery/rest?version=v1	https://cloud.google.com/iam/docs/creating-short-lived-service-account-credentials	Creates short-lived credentials for impersonating IAM service accounts. Disabling this API also disables the IAM API (iam.googleapis.com). However, enabling this API doesn't enable the IAM API.
iap:v1beta1	iap	v1beta1	Cloud Identity-Aware Proxy API	https://iap.googleapis.com/$discovery/rest?version=v1beta1	https://cloud.google.com/iap	Controls access to cloud applications running on Google Cloud Platform.
iap:v1	iap	v1	Cloud Identity-Aware Proxy API	https://iap.googleapis.com/$discovery/rest?version=v1	https://cloud.google.com/iap	Controls access to cloud applications running on Google Cloud Platform.
identitytoolkit:v1	identitytoolkit	v1	Identity Toolkit API	https://identitytoolkit.googleapis.com/$discovery/rest?version=v1	https://cloud.google.com/identity-platform	The Google Identity Toolkit API lets you use open standards to verify a user's identity.
identitytoolkit:v2	identitytoolkit	v2	Identity Toolkit API	https://identitytoolkit.googleapis.com/$discovery/rest?version=v2	https://cloud.google.com/identity-platform	The Google Identity Toolkit API lets you use open standards to verify a user's identity.
identitytoolkit:v3	identitytoolkit	v3	Identity Toolkit API	https://identitytoolkit.googleapis.com/$discovery/rest?version=v3	https://cloud.google.com/identity-platform	The Google Identity Toolkit API lets you use open standards to verify a user's identity.
ids:v1	ids	v1	Cloud IDS API	https://ids.googleapis.com/$discovery/rest?version=v1	https://cloud.google.com/	Cloud IDS (Cloud Intrusion Detection System) detects malware, spyware, command-and-control attacks, and other network-based threats. Its security efficacy is industry leading, built with Palo Alto Networks technologies. When you use this product, your organization name and consumption levels will be shared with Palo Alto Networks.
indexing:v3	indexing	v3	Web Search Indexing API	https://indexing.googleapis.com/$discovery/rest?version=v3	https://developers.google.com/search/apis/indexing-api/	Notifies Google Web Search when your web pages change.
integrations:v1	integrations	v1	Application Integration API	https://integrations.googleapis.com/$discovery/rest?version=v1	https://cloud.google.com/application-integration	
jobs:v3p1beta1	jobs	v3p1beta1	Cloud Talent Solution API	https://jobs.googleapis.com/$discovery/rest?version=v3p1beta1	https://cloud.google.com/talent-solution/job-search/docs/	Cloud Talent Solution provides the capability to create, read, update, and delete job postings, as well as search jobs based on keywords and filters.
jobs:v3	jobs	v3	Cloud Talent Solution API	https://jobs.googleapis.com/$discovery/rest?version=v3	https://cloud.google.com/talent-solution/job-search/docs/	Cloud Talent Solution provides the capability to create, read, update, and delete job postings, as well as search jobs based on keywords and filters.
jobs:v4	jobs	v4	Cloud Talent Solution API	https://jobs.googleapis.com/$discovery/rest?version=v4	https://cloud.google.com/talent-solution/job-search/docs/	Cloud Talent Solution provides the capability to create, read, update, and delete job postings, as well as search jobs based on keywords and filters.
keep:v1	keep	v1	Google Keep API	https://keep.googleapis.com/$discovery/rest?version=v1	https://developers.google.com/keep/api	The Google Keep API is used in an enterprise environment to manage Google Keep content and resolve issues identified by cloud security software.
kgsearch:v1	kgsearch	v1	Knowledge Graph Search API	https://kgsearch.googleapis.com/$discovery/rest?version=v1	https://developers.google.com/knowledge-graph/	Searches the Google Knowledge Graph for entities.
kmsinventory:v1	kmsinventory	v1	KMS Inventory API	https://kmsinventory.googleapis.com/$discovery/rest?version=v1	https://cloud.google.com/kms/	
language:v1beta2	language	v1beta2	Cloud Natural Language API	https://language.googleapis.com/$discovery/rest?version=v1beta2	https://cloud.google.com/natural-language/	Provides natural language understanding technologies, such as sentiment analysis, entity recognition, entity sentiment analysis, and other text annotations, to developers.
language:v1	language	v1	Cloud Natural Language API	https://language.googleapis.com/$discovery/rest?version=v1	https://cloud.google.com/natural-language/	Provides natural language understanding technologies, such as sentiment analysis, entity recognition, entity sentiment analysis, and other text annotations, to developers.
language:v2	language	v2	Cloud Natural Language API	https://language.googleapis.com/$discovery/rest?version=v2	https://cloud.google.com/natural-language/	Provides natural language understanding technologies, such as sentiment analysis, entity recognition, entity sentiment analysis, and other text annotations, to developers.
libraryagent:v1	libraryagent	v1	Library Agent API	https://libraryagent.googleapis.com/$discovery/rest?version=v1	https://cloud.google.com/docs/quota	A simple Google Example Library API.
licensing:v1	licensing	v1	Enterprise License Manager API	https://licensing.googleapis.com/$discovery/rest?version=v1	https://developers.google.com/admin-sdk/licensing/	The Google Enterprise License Manager API lets you manage Google Workspace and related licenses for all users of a customer that you manage.
lifesciences:v2beta	lifesciences	v2beta	Cloud Life Sciences API	https://lifesciences.googleapis.com/$discovery/rest?version=v2beta	https://cloud.google.com/life-sciences	Cloud Life Sciences is a suite of services and tools for managing, processing, and transforming life sciences data.
localservices:v1	localservices	v1	Local Services API	https://localservices.googleapis.com/$discovery/rest?version=v1	https://ads.google.com/local-services-ads/	
logging:v2	logging	v2	Cloud Logging API	https://logging.googleapis.com/$discovery/rest?version=v2	https://cloud.google.com/logging/docs/	Writes log entries and manages your Cloud Logging configuration.
looker:v1	looker	v1	Looker (Google Cloud core) API	https://looker.googleapis.com/$discovery/rest?version=v1	https://cloud.google.com/looker/docs/reference/rest/	
managedidentities:v1alpha1	managedidentities	v1alpha1	Managed Service for Microsoft Active Directory API	https://managedidentities.googleapis.com/$discovery/rest?version=v1alpha1	https://cloud.google.com/managed-microsoft-ad/	The Managed Service for Microsoft Active Directory API is used for managing a highly available, hardened service running Microsoft Active Directory (AD).
managedidentities:v1beta1	managedidentities	v1beta1	Managed Service for Microsoft Active Directory API	https://managedidentities.googleapis.com/$discovery/rest?version=v1beta1	https://cloud.google.com/managed-microsoft-ad/	The Managed Service for Microsoft Active Directory API is used for managing a highly available, hardened service running Microsoft Active Directory (AD).
managedidentities:v1	managedidentities	v1	Managed Service for Microsoft Active Directory API	https://managedidentities.googleapis.com/$discovery/rest?version=v1	https://cloud.google.com/managed-microsoft-ad/	The Managed Service for Microsoft Active Directory API is used for managing a highly available, hardened service running Microsoft Active Directory (AD).
manufacturers:v1	manufacturers	v1	Manufacturer Center API	https://manufacturers.googleapis.com/$discovery/rest?version=v1	https://developers.google.com/manufacturers/	Public API for managing Manufacturer Center related data.
marketingplatformadmin:v1alpha	marketingplatformadmin	v1alpha	Google Marketing Platform Admin API	https://marketingplatformadmin.googleapis.com/$discovery/rest?version=v1alpha	https://developers.google.com/analytics/devguides/config/gmp/v1	The Google Marketing Platform Admin API allows for programmatic access to the Google Marketing Platform configuration data. You can use the Google Marketing Platform Admin API to manage links between your Google Marketing Platform organization and Google Analytics accounts, and to set the service level of your GA4 properties.
meet:v2	meet	v2	Google Meet API	https://meet.googleapis.com/$discovery/rest?version=v2	https://developers.google.com/meet/api	Create and manage meetings in Google Meet.
memcache:v1beta2	memcache	v1beta2	Cloud Memorystore for Memcached API	https://memcache.googleapis.com/$discovery/rest?version=v1beta2	https://cloud.google.com/memorystore/	Google Cloud Memorystore for Memcached API is used for creating and managing Memcached instances in GCP.
memcache:v1	memcache	v1	Cloud Memorystore for Memcached API	https://memcache.googleapis.com/$discovery/rest?version=v1	https://cloud.google.com/memorystore/	Google Cloud Memorystore for Memcached API is used for creating and managing Memcached instances in GCP.
merchantapi:accounts_v1beta	merchantapi	accounts_v1beta	Merchant API	https://merchantapi.googleapis.com/$discovery/rest?version=accounts_v1beta	https://developers.devsite.corp.google.com/merchant/api	Programmatically manage your Merchant Center Accounts.
merchantapi:conversions_v1beta	merchantapi	conversions_v1beta	Merchant API	https://merchantapi.googleapis.com/$discovery/rest?version=conversions_v1beta	https://developers.devsite.corp.google.com/merchant/api	Programmatically manage your Merchant Center Accounts.
merchantapi:datasources_v1beta	merchantapi	datasources_v1beta	Merchant API	https://merchantapi.googleapis.com/$discovery/rest?version=datasources_v1beta	https://developers.devsite.corp.google.com/merchant/api	Programmatically manage your Merchant Center Accounts.
merchantapi:inventories_v1beta	merchantapi	inventories_v1beta	Merchant API	https://merchantapi.googleapis.com/$discovery/rest?version=inventories_v1beta	https://developers.devsite.corp.google.com/merchant/api	Programmatically manage your Merchant Center Accounts.
merchantapi:lfp_v1beta	merchantapi	lfp_v1beta	Merchant API	https://merchantapi.googleapis.com/$discovery/rest?version=lfp_v1beta	https://developers.devsite.corp.google.com/merchant/api	Programmatically manage your Merchant Center Accounts.
merchantapi:notifications_v1beta	merchantapi	notifications_v1beta	Merchant API	https://merchantapi.googleapis.com/$discovery/rest?version=notifications_v1beta	https://developers.devsite.corp.google.com/merchant/api	Programmatically manage your Merchant Center Accounts.
merchantapi:products_v1beta	merchantapi	products_v1beta	Merchant API	https://merchantapi.googleapis.com/$discovery/rest?version=products_v1beta	https://developers.devsite.corp.google.com/merchant/api	Programmatically manage your Merchant Center Accounts.
merchantapi:promotions_v1beta	merchantapi	promotions_v1beta	Merchant API	https://merchantapi.googleapis.com/$discovery/rest?version=promotions_v1beta	https://developers.devsite.corp.google.com/merchant/api	Programmatically manage your Merchant Center Accounts.
merchantapi:quota_v1beta	merchantapi	quota_v1beta	Merchant API	https://merchantapi.googleapis.com/$discovery/rest?version=quota_v1beta	https://developers.devsite.corp.google.com/merchant/api	Programmatically manage your Merchant Center Accounts.
merchantapi:reports_v1beta	merchantapi	reports_v1beta	Merchant API	https://merchantapi.googleapis.com/$discovery/rest?version=reports_v1beta	https://developers.devsite.corp.google.com/merchant/api	Programmatically manage your Merchant Center Accounts.
merchantapi:reviews_v1beta	merchantapi	reviews_v1beta	Merchant API	https://merchantapi.googleapis.com/$discovery/rest?version=reviews_v1beta	https://developers.devsite.corp.google.com/merchant/api	Programmatically manage your Merchant Center Accounts.
metastore:v1alpha	metastore	v1alpha	Dataproc Metastore API	https://metastore.googleapis.com/$discovery/rest?version=v1alpha	https://cloud.google.com/dataproc-metastore/docs	The Dataproc Metastore API is used to manage the lifecycle and configuration of metastore services.
metastore:v1beta	metastore	v1beta	Dataproc Metastore API	https://metastore.googleapis.com/$discovery/rest?version=v1beta	https://cloud.google.com/dataproc-metastore/docs	The Dataproc Metastore API is used to manage the lifecycle and configuration of metastore services.
metastore:v1	metastore	v1	Dataproc Metastore API	https://metastore.googleapis.com/$discovery/rest?version=v1	https://cloud.google.com/dataproc-metastore/docs	The Dataproc Metastore API is used to manage the lifecycle and configuration of metastore services.
migrationcenter:v1alpha1	migrationcenter	v1alpha1	Migration Center API	https://migrationcenter.googleapis.com/$discovery/rest?version=v1alpha1	https://cloud.google.com/migration-center	A unified platform that helps you accelerate your end-to-end cloud journey from your current on-premises or cloud environments to Google Cloud.
migrationcenter:v1	migrationcenter	v1	Migration Center API	https://migrationcenter.googleapis.com/$discovery/rest?version=v1	https://cloud.google.com/migration-center	A unified platform that helps you accelerate your end-to-end cloud journey from your current on-premises or cloud environments to Google Cloud.
ml:v1	ml	v1	AI Platform Training & Prediction API	https://ml.googleapis.com/$discovery/rest?version=v1	https://cloud.google.com/ml/	An API to enable creating and using machine learning models.
monitoring:v1	monitoring	v1	Cloud Monitoring API	https://monitoring.googleapis.com/$discovery/rest?version=v1	https://cloud.google.com/monitoring/api/	Manages your Cloud Monitoring data and configurations.
monitoring:v3	monitoring	v3	Cloud Monitoring API	https://monitoring.googleapis.com/$discovery/rest?version=v3	https://cloud.google.com/monitoring/api/	Manages your Cloud Monitoring data and configurations.
mybusinessaccountmanagement:v1	mybusinessaccountmanagement	v1	My Business Account Management API	https://mybusinessaccountmanagement.googleapis.com/$discovery/rest?version=v1	https://developers.google.com/my-business/	The My Business Account Management API provides an interface for managing access to a location on Google. Note - If you have a quota of 0 after enabling the API, please request <https://developers.google.com/my-business/content/prereqs#request-access> for GBP API access.
mybusinessbusinessinformation:v1	mybusinessbusinessinformation	v1	My Business Business Information API	https://mybusinessbusinessinformation.googleapis.com/$discovery/rest?version=v1	https://developers.google.com/my-business/	The My Business Business Information API provides an interface for managing business information. Note - If you have a quota of 0 after enabling the API, please request <https://developers.google.com/my-business/content/prereqs#request-access> for GBP API access.
mybusinesslodging:v1	mybusinesslodging	v1	My Business Lodging API	https://mybusinesslodging.googleapis.com/$discovery/rest?version=v1	https://developers.google.com/my-business/	The My Business Lodging API enables managing lodging business information on Google. Note - If you have a quota of 0 after enabling the API, please request <https://developers.google.com/my-business/content/prereqs#request-access> for GBP API access.
mybusinessnotifications:v1	mybusinessnotifications	v1	My Business Notifications API	https://mybusinessnotifications.googleapis.com/$discovery/rest?version=v1	https://developers.google.com/my-business/	The My Business Notification Settings API enables managing notification settings for business accounts. Note - If you have a quota of 0 after enabling the API, please request <https://developers.google.com/my-business/content/prereqs#request-access> for GBP API access.
mybusinessplaceactions:v1	mybusinessplaceactions	v1	My Business Place Actions API	https://mybusinessplaceactions.googleapis.com/$discovery/rest?version=v1	https://developers.google.com/my-business/	The My Business Place Actions API provides an interface for managing place action links of a location on Google. Note - If you have a quota of 0 after enabling the API, please request <https://developers.google.com/my-business/content/prereqs#request-access> for GBP API access.
mybusinessqanda:v1	mybusinessqanda	v1	My Business Q&A API	https://mybusinessqanda.googleapis.com/$discovery/rest?version=v1	https://developers.google.com/my-business/	The My Business Q&A API allows questions and answers to be posted for specific listings. Note - If you have a quota of 0 after enabling the API, please request <https://developers.google.com/my-business/content/prereqs#request-access> for GBP API access.
mybusinessverifications:v1	mybusinessverifications	v1	My Business Verifications API	https://mybusinessverifications.googleapis.com/$discovery/rest?version=v1	https://developers.google.com/my-business/	The My Business Verifications API provides an interface for taking verifications related actions for locations.
netapp:v1beta1	netapp	v1beta1	NetApp API	https://netapp.googleapis.com/$discovery/rest?version=v1beta1	https://cloud.google.com/netapp/	Google Cloud NetApp Volumes is a fully-managed, cloud-based data storage service that provides advanced data management capabilities and highly scalable performance with global availability.
netapp:v1	netapp	v1	NetApp API	https://netapp.googleapis.com/$discovery/rest?version=v1	https://cloud.google.com/netapp/	Google Cloud NetApp Volumes is a fully-managed, cloud-based data storage service that provides advanced data management capabilities and highly scalable performance with global availability.
networkconnectivity:v1alpha1	networkconnectivity	v1alpha1	Network Connectivity API	https://networkconnectivity.googleapis.com/$discovery/rest?version=v1alpha1	https://cloud.google.com/network-connectivity/docs/reference/networkconnectivity/rest	This API enables connectivity with and between Google Cloud resources.
networkconnectivity:v1	networkconnectivity	v1	Network Connectivity API	https://networkconnectivity.googleapis.com/$discovery/rest?version=v1	https://cloud.google.com/network-connectivity/docs/reference/networkconnectivity/rest	This API enables connectivity with and between Google Cloud resources.
networkmanagement:v1beta1	networkmanagement	v1beta1	Network Management API	https://networkmanagement.googleapis.com/$discovery/rest?version=v1beta1	https://cloud.google.com/	The Network Management API provides a collection of network performance monitoring and diagnostic capabilities.
networkmanagement:v1	networkmanagement	v1	Network Management API	https://networkmanagement.googleapis.com/$discovery/rest?version=v1	https://cloud.google.com/	The Network Management API provides a collection of network performance monitoring and diagnostic capabilities.
networksecurity:v1beta1	networksecurity	v1beta1	Network Security API	https://networksecurity.googleapis.com/$discovery/rest?version=v1beta1	https://cloud.google.com/networking	
networksecurity:v1	networksecurity	v1	Network Security API	https://networksecurity.googleapis.com/$discovery/rest?version=v1	https://cloud.google.com/networking	
networkservices:v1beta1	networkservices	v1beta1	Network Services API	https://networkservices.googleapis.com/$discovery/rest?version=v1beta1	https://cloud.google.com/networking	
networkservices:v1	networkservices	v1	Network Services API	https://networkservices.googleapis.com/$discovery/rest?version=v1	https://cloud.google.com/networking	
notebooks:v1	notebooks	v1	Notebooks API	https://notebooks.googleapis.com/$discovery/rest?version=v1	https://cloud.google.com/notebooks/docs/	Notebooks API is used to manage notebook resources in Google Cloud.
notebooks:v2	notebooks	v2	Notebooks API	https://notebooks.googleapis.com/$discovery/rest?version=v2	https://cloud.google.com/notebooks/docs/	Notebooks API is used to manage notebook resources in Google Cloud.
oauth2:v2	oauth2	v2	Google OAuth2 API	https://www.googleapis.com/discovery/v1/apis/oauth2/v2/rest	https://developers.google.com/accounts/docs/OAuth2	[Deprecated] Obtains end-user authorization grants for use with other Google APIs.
ondemandscanning:v1beta1	ondemandscanning	v1beta1	On-Demand Scanning API	https://ondemandscanning.googleapis.com/$discovery/rest?version=v1beta1	https://cloud.google.com/container-analysis/docs/on-demand-scanning/	A service to scan container images for vulnerabilities.
ondemandscanning:v1	ondemandscanning	v1	On-Demand Scanning API	https://ondemandscanning.googleapis.com/$discovery/rest?version=v1	https://cloud.google.com/container-analysis/docs/on-demand-scanning/	A service to scan container images for vulnerabilities.
oracledatabase:v1	oracledatabase	v1	Oracle Database@Google Cloud API	https://oracledatabase.googleapis.com/$discovery/rest?version=v1	https://cloud.google.com/oracle/database/docs	The Oracle Database@Google Cloud API provides a set of APIs to manage Oracle database services, such as Exadata and Autonomous Databases.
orgpolicy:v2	orgpolicy	v2	Organization Policy API	https://orgpolicy.googleapis.com/$discovery/rest?version=v2	https://cloud.google.com/orgpolicy/docs/reference/rest/index.html	The Organization Policy API allows users to configure governance rules on their Google Cloud resources across the resource hierarchy.
osconfig:v1alpha	osconfig	v1alpha	OS Config API	https://osconfig.googleapis.com/$discovery/rest?version=v1alpha	https://cloud.google.com/compute/docs/osconfig/rest	OS management tools that can be used for patch management, patch compliance, and configuration management on VM instances.
osconfig:v1beta	osconfig	v1beta	OS Config API	https://osconfig.googleapis.com/$discovery/rest?version=v1beta	https://cloud.google.com/compute/docs/osconfig/rest	OS management tools that can be used for patch management, patch compliance, and configuration management on VM instances.
osconfig:v2beta	osconfig	v2beta	OS Config API	https://osconfig.googleapis.com/$discovery/rest?version=v2beta	https://cloud.google.com/compute/docs/osconfig/rest	OS management tools that can be used for patch management, patch compliance, and configuration management on VM instances.
osconfig:v1	osconfig	v1	OS Config API	https://osconfig.googleapis.com/$discovery/rest?version=v1	https://cloud.google.com/compute/docs/osconfig/rest	OS management tools that can be used for patch management, patch compliance, and configuration management on VM instances.
oslogin:v1alpha	oslogin	v1alpha	Cloud OS Login API	https://oslogin.googleapis.com/$discovery/rest?version=v1alpha	https://cloud.google.com/compute/docs/oslogin/	You can use OS Login to manage access to your VM instances using IAM roles.
oslogin:v1beta	oslogin	v1beta	Cloud OS Login API	https://oslogin.googleapis.com/$discovery/rest?version=v1beta	https://cloud.google.com/compute/docs/oslogin/	You can use OS Login to manage access to your VM instances using IAM roles.
oslogin:v1	oslogin	v1	Cloud OS Login API	https://oslogin.googleapis.com/$discovery/rest?version=v1	https://cloud.google.com/compute/docs/oslogin/	You can use OS Login to manage access to your VM instances using IAM roles.
pagespeedonline:v5	pagespeedonline	v5	PageSpeed Insights API	https://pagespeedonline.googleapis.com/$discovery/rest?version=v5	https://developers.google.com/speed/docs/insights/v5/about	The PageSpeed Insights API lets you analyze the performance of your website with a simple API. It offers tailored suggestions for how you can optimize your site, and lets you easily integrate PageSpeed Insights analysis into your development tools and workflow.
parallelstore:v1beta	parallelstore	v1beta	Parallelstore API	https://parallelstore.googleapis.com/$discovery/rest?version=v1beta	https://cloud.google.com/parallelstore	
parallelstore:v1	parallelstore	v1	Parallelstore API	https://parallelstore.googleapis.com/$discovery/rest?version=v1	https://cloud.google.com/parallelstore	
paymentsresellersubscription:v1	paymentsresellersubscription	v1	Payments Reseller Subscription API	https://paymentsresellersubscription.googleapis.com/$discovery/rest?version=v1	https://developers.google.com/payments/reseller/subscription/	
people:v1	people	v1	People API	https://people.googleapis.com/$discovery/rest?version=v1	https://developers.google.com/people/	Provides access to information about profiles and contacts.
places:v1	places	v1	Places API (New)	https://places.googleapis.com/$discovery/rest?version=v1	https://mapsplatform.google.com/maps-products/#places-section	
playcustomapp:v1	playcustomapp	v1	Google Play Custom App Publishing API	https://playcustomapp.googleapis.com/$discovery/rest?version=v1	https://developers.google.com/android/work/play/custom-app-api/	API to create and publish custom Android apps
playdeveloperreporting:v1alpha1	playdeveloperreporting	v1alpha1	Google Play Developer Reporting API	https://playdeveloperreporting.googleapis.com/$discovery/rest?version=v1alpha1	https://developers.google.com/play/developer/reporting	
playdeveloperreporting:v1beta1	playdeveloperreporting	v1beta1	Google Play Developer Reporting API	https://playdeveloperreporting.googleapis.com/$discovery/rest?version=v1beta1	https://developers.google.com/play/developer/reporting	
playgrouping:v1alpha1	playgrouping	v1alpha1	Google Play Grouping API	https://playgrouping.googleapis.com/$discovery/rest?version=v1alpha1	https://cloud.google.com/playgrouping/	playgrouping.googleapis.com API.
playintegrity:v1	playintegrity	v1	Google Play Integrity API	https://playintegrity.googleapis.com/$discovery/rest?version=v1	https://developer.android.com/google/play/integrity	The Play Integrity API helps you check that you're interacting with your genuine app on a genuine Android device powered by Google Play services. The Play Integrity API has replaced SafetyNet Attestation and Android Device Verification.
policyanalyzer:v1beta1	policyanalyzer	v1beta1	Policy Analyzer API	https://policyanalyzer.googleapis.com/$discovery/rest?version=v1beta1	https://www.google.com	
policyanalyzer:v1	policyanalyzer	v1	Policy Analyzer API	https://policyanalyzer.googleapis.com/$discovery/rest?version=v1	https://www.google.com	
policysimulator:v1alpha	policysimulator	v1alpha	Policy Simulator API	https://policysimulator.googleapis.com/$discovery/rest?version=v1alpha	https://cloud.google.com/iam/docs/simulating-access	Policy Simulator is a collection of endpoints for creating, running, and viewing a [Replay][google.cloud.policysimulator.v1.Replay]. A `Replay` is a type of simulation that lets you see how your members' access to resources might change if you changed your IAM policy. During a `Replay`, Policy Simulator re-evaluates, or replays, past access attempts under both the current policy and your proposed policy, and compares those results to determine how your members' access might change under the proposed policy.
policysimulator:v1beta	policysimulator	v1beta	Policy Simulator API	https://policysimulator.googleapis.com/$discovery/rest?version=v1beta	https://cloud.google.com/iam/docs/simulating-access	Policy Simulator is a collection of endpoints for creating, running, and viewing a [Replay][google.cloud.policysimulator.v1.Replay]. A `Replay` is a type of simulation that lets you see how your members' access to resources might change if you changed your IAM policy. During a `Replay`, Policy Simulator re-evaluates, or replays, past access attempts under both the current policy and your proposed policy, and compares those results to determine how your members' access might change under the proposed policy.
policysimulator:v1	policysimulator	v1	Policy Simulator API	https://policysimulator.googleapis.com/$discovery/rest?version=v1	https://cloud.google.com/iam/docs/simulating-access	Policy Simulator is a collection of endpoints for creating, running, and viewing a [Replay][google.cloud.policysimulator.v1.Replay]. A `Replay` is a type of simulation that lets you see how your members' access to resources might change if you changed your IAM policy. During a `Replay`, Policy Simulator re-evaluates, or replays, past access attempts under both the current policy and your proposed policy, and compares those results to determine how your members' access might change under the proposed policy.
policytroubleshooter:v1beta	policytroubleshooter	v1beta	Policy Troubleshooter API	https://policytroubleshooter.googleapis.com/$discovery/rest?version=v1beta	https://cloud.google.com/iam/	
policytroubleshooter:v1	policytroubleshooter	v1	Policy Troubleshooter API	https://policytroubleshooter.googleapis.com/$discovery/rest?version=v1	https://cloud.google.com/iam/	
pollen:v1	pollen	v1	Pollen API	https://pollen.googleapis.com/$discovery/rest?version=v1	https://developers.google.com/maps/documentation/pollen	The Pollen API.
poly:v1	poly	v1	Poly API	https://poly.googleapis.com/$discovery/rest?version=v1	https://developers.google.com/poly/	The Poly API provides read access to assets hosted on poly.google.com to all, and upload access to poly.google.com for whitelisted accounts.
privateca:v1beta1	privateca	v1beta1	Certificate Authority API	https://privateca.googleapis.com/$discovery/rest?version=v1beta1	https://cloud.google.com/	The Certificate Authority Service API is a highly-available, scalable service that enables you to simplify and automate the management of private certificate authorities (CAs) while staying in control of your private keys.
privateca:v1	privateca	v1	Certificate Authority API	https://privateca.googleapis.com/$discovery/rest?version=v1	https://cloud.google.com/	The Certificate Authority Service API is a highly-available, scalable service that enables you to simplify and automate the management of private certificate authorities (CAs) while staying in control of your private keys.
prod_tt_sasportal:v1alpha1	prod_tt_sasportal	v1alpha1	SAS Portal API (Testing)	https://prod-tt-sasportal.googleapis.com/$discovery/rest?version=v1alpha1	https://developers.google.com/spectrum-access-system/	
publicca:v1alpha1	publicca	v1alpha1	Public Certificate Authority API	https://publicca.googleapis.com/$discovery/rest?version=v1alpha1	https://cloud.google.com/public-certificate-authority/docs	The Public Certificate Authority API may be used to create and manage ACME external account binding keys associated with Google Trust Services' publicly trusted certificate authority.
publicca:v1beta1	publicca	v1beta1	Public Certificate Authority API	https://publicca.googleapis.com/$discovery/rest?version=v1beta1	https://cloud.google.com/public-certificate-authority/docs	The Public Certificate Authority API may be used to create and manage ACME external account binding keys associated with Google Trust Services' publicly trusted certificate authority.
publicca:v1	publicca	v1	Public Certificate Authority API	https://publicca.googleapis.com/$discovery/rest?version=v1	https://cloud.google.com/public-certificate-authority/docs	The Public Certificate Authority API may be used to create and manage ACME external account binding keys associated with Google Trust Services' publicly trusted certificate authority.
pubsub:v1beta1a	pubsub	v1beta1a	Cloud Pub/Sub API	https://pubsub.googleapis.com/$discovery/rest?version=v1beta1a	https://cloud.google.com/pubsub/docs	Provides reliable, many-to-many, asynchronous messaging between applications.
pubsub:v1beta2	pubsub	v1beta2	Cloud Pub/Sub API	https://pubsub.googleapis.com/$discovery/rest?version=v1beta2	https://cloud.google.com/pubsub/docs	Provides reliable, many-to-many, asynchronous messaging between applications.
pubsub:v1	pubsub	v1	Cloud Pub/Sub API	https://pubsub.googleapis.com/$discovery/rest?version=v1	https://cloud.google.com/pubsub/docs	Provides reliable, many-to-many, asynchronous messaging between applications.
pubsublite:v1	pubsublite	v1	Pub/Sub Lite API	https://pubsublite.googleapis.com/$discovery/rest?version=v1	https://cloud.google.com/pubsub/lite/docs	
rapidmigrationassessment:v1	rapidmigrationassessment	v1	Rapid Migration Assessment API	https://rapidmigrationassessment.googleapis.com/$discovery/rest?version=v1	https://cloud.google.com/migration-center	The Rapid Migration Assessment service is our first-party migration assessment and planning tool.
readerrevenuesubscriptionlinking:v1	readerrevenuesubscriptionlinking	v1	Reader Revenue Subscription Linking API	https://readerrevenuesubscriptionlinking.googleapis.com/$discovery/rest?version=v1	https://developers.google.com/news/subscribe/subscription-linking/overview	readerrevenuesubscriptionlinking.googleapis.com API.
realtimebidding:v1	realtimebidding	v1	Real-time Bidding API	https://realtimebidding.googleapis.com/$discovery/rest?version=v1	https://developers.google.com/authorized-buyers/apis/realtimebidding/reference/rest/	Allows external bidders to manage their RTB integration with Google. This includes managing bidder endpoints, QPS quotas, configuring what ad inventory to receive via pretargeting, submitting creatives for verification, and accessing creative metadata such as approval status.
recaptchaenterprise:v1	recaptchaenterprise	v1	reCAPTCHA Enterprise API	https://recaptchaenterprise.googleapis.com/$discovery/rest?version=v1	https://cloud.google.com/recaptcha-enterprise/	Help protect your website from fraudulent activity, spam, and abuse without creating friction.
